CO_MUNICIP,DS_NOME
150260,COLARES
290830,CONCEICAO DO ALMEIDA
290690,CARAVELAS
230330,CARIUS
311420,CARMO DO CAJURU
350850,CACAPAVA
290490,CACHOEIRA
170382,CACHOEIRINHA
430310,CACHOEIRINHA
250340,CACIMBA DE AREIA
110004,CACOAL
311000,CAETE
520440,CAIAPONIA
240200,CAICO
311020,CAJURI
311030,CALDAS
410350,CALIFORNIA
290560,CAMACAN
260345,CAMARAGIBE
430360,CAMBARA DO SUL
420320,CAMBORIU
330090,CAMBUCI
311060,CAMBUI
150210,CAMETA
230260,CAMOCIM
311080,CAMPANARIO
520460,CAMPESTRE DE GOIAS
210255,CAMPESTRE DO MARANHAO
430370,CAMPINA DAS MISSOES
220800,PICOS
315015,PIEDADE DE CARATINGA
315050,PIMENTA
210850,PINDARE-MIRIM
411760,PALMAS
421205,PALMEIRA
355390,TARABAI
160070,TARTARUGALZINHO
355400,TATUI
130420,TEFE
412700,TEIXEIRA SOARES
280730,TELHA
293150,TEOFILANDIA
293170,TERRA NOVA
412740,TERRA ROXA
241420,TIBAU DO SUL
412760,TIJUCAS DO SUL
211210,TIMBIRAS
211220,TIMON
432147,TIRADENTES DO SUL
316905,TOCOS DO MOJI
316640,SERITINGA
421755,SERRA ALTA
241340,SERRA NEGRA DO NORTE
355150,SERRANA
211178,SERRANO DO MARANHAO
316695,SERRANOPOLIS DE MINAS
316700,SERRANOS
293050,SERRINHA
316710,SERRO
412640,SERTANEJA
261410,SERTANIA
432050,SERTAO
355170,SERTAOZINHO
251593,SERTAOZINHO
431043,IPE
352115,IPIGUA
352130,IPUA
230590,IPUEIRAS
291410,IPUPIARA
420775,IRACEMINHA
291430,IRAMAIA
420780,IRANI
231335,TEJUCUOCA
241415,TENENTE LAURENTINO CRUZ
293160,TEOLANDIA
500800,TERENOS
330580,TERESOPOLIS
261510,TEREZINHA
432143,TERRA DE AREIA
355440,TERRA ROXA
355450,TIETE
355460,TIMBURI
172110,TOCANTINIA
432045,SERIO
355140,SERRA AZUL
251550,SERRA BRANCA
316660,SERRA DA SAUDADE
241330,SERRA DE SAO BENTO
241335,SERRA DO MEL
160005,SERRA DO NAVIO
316680,SERRA DO SALITRE
316670,SERRA DOS AIMORES
293030,SERRA DOURADA
410765,FAZENDA RIO GRANDE
280220,FEIRA NOVA
240370,FELIPE GUERRA
260545,FERNANDO DE NORONHA
260550,FERREIROS
510380,FIGUEIROPOLIS D'OESTE
351580,FLORA RICA
260570,FLORESTA
150304,FLORESTA DO ARAGUAIA
410800,FLORESTOPOLIS
430825,FLORIANO PEIXOTO
130160,FONTE BOA
210409,FORMOSA DA SERRA NEGRA
230440,FORTALEZA
410845,FOZ DO JORDAO
220410,FRANCISCO AYRES
351630,FRANCISCO MORATO
220420,FRANCISCO SANTOS
280230,FREI PAULO
250570,DONA INES
312320,DORES DO INDAIA
312330,DORES DO TURVO
260515,DORMENTES
354840,SANTOPOLIS DO AGUAPEI
211040,SAO BENEDITO DO RIO PRETO
354860,SAO BENTO DO SAPUCAI
261300,SAO BENTO DO UNA
211060,SAO BERNARDO
421590,SAO BONIFACIO
220070,ANISIO DE ABREU
410120,ANTONINA
310290,ANTONIO CARLOS
500090,ANTONIO JOAO
430080,ANTONIO PRADO
350260,APARECIDA D'OESTE
320050,APIACA
210083,APICUM-ACU
290195,APUAREMA
420127,ARABUTA
280030,ARACAJU
314085,MATIAS CARDOSO
431215,MATO LEITAO
421070,MATOS COSTA
314120,MATUTINA
411575,MAUA DA SERRA
160040,MAZAGAO
292110,MEDEIROS NETO
150445,MEDICILANDIA
421080,MELEIRO
150450,MELGACO
330280,MENDES
352950,MENDONCA
352960,MERIDIANO
352965,MESOPOLIS
292130,MILAGRES
220635,MILTON BRANDAO
314190,MINDURI
352990,MIRACATU
210670,MIRADOR
353400,ONDA VERDE
353420,ORINDIUVA
353430,ORLANDIA
260980,OROCO
353440,OSASCO
353460,OSVALDO CRUZ
150543,OURILANDIA DO NORTE
314590,OURO BRANCO
411745,OURO VERDE DO OESTE
421187,PAIAL
421189,PAINEL
220735,PAJEU DO PIAUI
150549,PALESTINA DO PARA
314670,PALMA
510590,NOBRES
140040,NORMANDIA
280450,NOSSA SENHORA DA GLORIA
510610,NOSSA SENHORA DO LIVRAMENTO
500620,NOVA ANDRADINA
510615,NOVA BANDEIRANTES
240830,NOVA CRUZ
431303,NOVA ESPERANCA DO SUL
521486,NOVA GLORIA
292280,NOVA ITARANA
411705,NOVA LARANJEIRAS
314490,NOVA MODICA
353340,NOVA ODESSA
431308,NOVA PADUA
314500,NOVA PONTE
220620,MIGUEL ALVES
292020,MALHADA
250850,LIVRAMENTO
351685,GAVIAO PEIXOTO
220450,GUADALUPE
230428,EUSEBIO
280200,DIVINA PASTORA
420420,CHAPECO
311140,CAMPO FLORIDO
430469,CAPITAO
520393,BURITI DE GOIAS
410240,BANDEIRANTES
240010,ACARI
420110,ANITAPOLIS
270030,ARAPIRACA
522119,TEREZOPOLIS DE GOIAS
412065,QUARTO CENTENARIO
411360,LOBATO
351920,IACRI
520870,GOIANIA
354930,SAO JOAO DO PAU D'ALHO
355240,SUMARE
355255,SUZANAPOLIS
355490,TRES FRONTEIRAS
355535,UBARANA
355610,VALENTIM GENTIL
410040,ALMIRANTE TAMANDARE
410050,ALTONIA
410105,ANAHY
431365,PALMARES DO SUL
172100,PALMAS
220750,PALMEIRAIS
292350,PALMEIRAS
521580,PALMELO
421210,PALMITOS
320400,PANCAS
431395,PANTANO GRANDE
220755,PAQUETA
314700,PARACATU
171610,PARAISO DO TOCANTINS
522130,TRES RANCHOS
355495,TUIUTI
211240,TURIACU
317005,UBAPORANGA
421885,UNIAO DO OESTE
261470,TACAIMBO
421790,TANGARA
130410,TAPAUA
432130,TAQUARI
316860,TEOFILO OTONI
110160,THEOBROMA
316610,SENHORA DO PORTO
251560,SERRA DA RAIZ
355160,SERRA NEGRA
293060,SERROLANDIA
522060,SILVANIA
261420,SIRINHAEM
316770,SOBRALIA
120045,SENADOR GUIOMARD
241250,SAO MIGUEL
316045,SANTO ANTONIO DO RETIRO
150690,SANTAREM NOVO
412385,SANTA MARIA DO OESTE
412100,QUERENCIA DO NORTE
412125,RAMILANDIA
261180,RIBEIRAO
231120,POTENGI
330412,QUATIS
251190,PITIMBU
353657,PAULISTANIA
314980,PERDIZES
353810,PINDORAMA
150553,PARAUAPEBAS
292303,NOVO HORIZONTE
314610,OURO PRETO
292145,MIRANTE
260915,MANARI
314000,MARIANA
291915,LAPAO
313868,LUISLANDIA
411280,JOAQUIM TAVORA
431120,JULIO DE CASTILHOS
313730,LAGOA DOS PATOS
310780,BOM JESUS DO GALHO
310880,BRAUNAS
310920,BUENOPOLIS
310980,CACHOEIRA DOURADA
315053,PINGO-D'AGUA
421810,TIMBE DO SUL
431550,RESTINGA SECA
421390,PRESIDENTE CASTELLO BRANCO
315190,POCRANE
411660,NOVA AMERICA DA COLINA
292105,MATINA
411520,MARINGA
220570,LUIS CORREIA
150360,ITAITUBA
351880,GUARULHOS
520725,DOVERLANDIA
170360,BRASILANDIA DO TOCANTINS
210203,BOM JESUS DAS SELVAS
500085,ANGELICA
150812,ULIANOPOLIS
220985,SAO JOAO DA CANABRAVA
251396,SAO DOMINGOS
315550,RIO PARANAIBA
292620,RIACHAO DAS NEVES
314630,PADRE PARAISO
240820,NISIA FLORESTA
510523,LAMBARI D'OESTE
171200,LAJEADO
431053,ITAARA
351492,ELISIARIO
290890,CORACAO DE MARIA
410590,COLORADO
260190,BEZERROS
315727,SANTA BARBARA DO MONTE VERDE
421550,SANTA CECILIA
431675,SANTA CLARA DO SUL
292770,SANTA CRUZ CABRALIA
412330,SANTA CRUZ DE MONTE CASTELO
220910,SANTA CRUZ DO PIAUI
315750,SANTA EFIGENIA DE MINAS
315765,SANTA HELENA DE MINAS
261270,SANTA MARIA DO CAMBUCA
330452,RIO DAS OSTRAS
292680,RIO DO ANTONIO
250030,ALAGOA GRANDE
220025,ALAGOINHA DO PIAUI
310140,ALBERTINA
500025,ALCINOPOLIS
250060,ALHANDRA
240060,ALMINO AFONSO
430050,ALPESTRE
350090,ALTAIR
260080,ALTINHO
240070,ALTO DO RODRIGUES
315350,ALTO JEQUITIBA
520060,ALTO PARAISO DE GOIAS
230070,ALTO SANTO
430060,ALVORADA
520080,ALVORADA DO NORTE
160010,AMAPA
430063,AMARAL FERRADOR
421835,TREVISO
522140,TRINDADE
251680,TRIUNFO
150808,TUCUMA
211227,TUFILANDIA
421875,TUNAPOLIS
211230,TUNTUM
432225,TUPANDI
412795,TUPASSI
172130,TUPIRATINS
432232,TURUCU
522155,TURVELANDIA
316980,TURVOLANDIA
293220,UBAITABA
140070,UIRAMUTA
251690,UIRAUNA
241450,UMARIZAL
293245,UMBURANAS
251700,UMBUZEIRO
231375,UMIRIM
317040,UNAI
317043,UNIAO DE MINAS
510830,UNIAO DO SUL
432237,UNISTALDA
211260,URBANO SANTOS
522170,URUANA
421890,URUBICI
261480,TACARATU
500795,TACURU
355310,TAIACU
291840,JUAZEIRO
420930,LAGES
431075,IVORA
171150,JAU DO TOCANTINS
352300,ITAPURA
352350,ITATINGA
411007,IMBAU
420768,IPUACU
520929,GUARAITA
291190,IACU
291260,IBIQUERA
291120,GANDU
312770,GOVERNADOR VALADARES
291077,FEIRA DA MATA
410740,ENEAS MARQUES
210405,ESTREITO
510340,CUIABA
250560,DIAMANTE
410600,CONGONHINHAS
430595,COTIPORA
430515,CERRO GRANDE
311370,CARLOS CHAGAS
250430,CATOLE DO ROCHA
350995,CANAS
210275,CAPINZAL DO NORTE
251150,PILAR
353790,PILAR DO SUL
110018,PIMENTA BUENO
292460,PINDOBACU
353510,PALMARES PAULISTA
250960,MONTE HOREBE
110140,MONTE NEGRO
314320,MONTE SANTO DE MINAS
314340,MONTE SIAO
353170,MONTEIRO LOBATO
431240,MONTENEGRO
314330,MONTES CLAROS
314345,MONTEZUMA
230890,MORRINHOS
220665,MORRO CABECA NO TEMPO
220667,MORRO DO CHAPEU DO PIAUI
210710,MORROS
140030,MUCAJAI
431260,MUCUM
230910,MULUNGU
500568,MUNDO NOVO
411630,MUNHOZ DE MELO
320380,MUQUI
220669,MURICI DOS PORTELAS
314400,MUTUM
421130,NAVEGANTES
260950,NAZARE DA MATA
314460,NEPOMUCENO
353260,NHANDEARA
500580,NIOAQUE
210650,MATINHA
314090,MATIPO
314100,MATO VERDE
270510,MATRIZ DE CAMARAGIBE
312310,DORES DE GUANHAES
412863,DOUTOR ULYSSES
351470,ECHAPORA
220350,ELESBAO VELOSO
240330,ENCANTO
420517,ENTRE RIOS
430693,ENTRE-IJUIS
430697,EREBANGO
220370,ESPERANTINA
430780,ESTRELA
240360,EXTREMOZ
240300,CRUZETA
220320,CURIMATA
291000,DARIO MEIRA
420490,DESCANSO
510350,DIAMANTINO
150293,DOM ELISEU
430655,DOM PEDRO DE ALCANTARA
290860,CONDE
292895,SAO DOMINGOS
150715,SAO DOMINGOS DO ARAGUAIA
320465,SAO DOMINGOS DO NORTE
292910,SAO FELIPE
292905,SAO FELIX DO CORIBE
251370,SANTA RITA
315920,SANTA RITA DE CALDAS
315935,SANTA RITA DE MINAS
315950,SANTA RITA DO ITUETO
354750,SANTA RITA DO PASSA QUATRO
260660,IBIMIRIM
351940,IBIRA
291270,IBIRAPITANGA
291300,IBITIARA
313000,IBITURUNA
410990,ICARAIMA
320260,ICONHA
313010,IGARAPE
312710,FRUTAL
312720,FUNILANDIA
250625,GADO BRAVO
240410,GALINHOS
280240,GARARU
420590,GASPAR
291125,GAVIAO
351710,GLICERIO
210430,GODOFREDO VIANA
520840,GOIANAPOLIS
291150,GONGOGI
520915,GOUVELANDIA
420600,GOVERNADOR CELSO RAMOS
210460,GOVERNADOR EUGENIO BARROS
110100,GOVERNADOR JORGE TEIXEIRA
210462,GOVERNADOR LUIZ ROCHA
230465,GRACA
221010,SAO JOSE DO PEIXE
510729,SAO JOSE DO POVO
354980,SAO JOSE DO RIO PRETO
241240,SAO JOSE DO SERIDO
520280,AVELINOPOLIS
210120,BACABAL
250140,BAIA DA TRAICAO
260810,JOAO ALFREDO
130190,ITACOATIARA
291510,ITAGI
320270,ITAGUACU
411090,ITAGUAJE
240485,ITAJA
352200,ITAJU
313250,ITAMARANDIBA
313270,ITAMBACURI
411125,ITAPERUCU
291640,ITAPETINGA
352250,ITAPEVI
352260,ITAPIRA
521100,ITAPIRAPUA
250710,ITAPOROROCA
500460,ITAQUIRAI
230655,ITAREMA
330225,ITATIAIA
291685,ITATIM
313375,ITAU DE MINAS
411130,ITAUNA DO SUL
352370,ITIRAPUA
291700,ITIUBA
352390,ITU
313410,ITUETA
270320,IGREJA NOVA
260690,IGUARACY
410980,IBIPORA
320250,IBIRACU
420690,IBIRAMA
430995,IBIRAPUITA
431000,IBIRUBA
230535,ICAPUI
313005,ICARAI DE MINAS
291330,ICHU
240460,IELMO MARINHO
250260,IGARACY
251470,SAO JOSE DO SABUGI
431862,SAO JOSE DOS AUSENTES
510710,SAO JOSE DOS QUATRO MARCOS
316370,SAO LOURENCO
221035,SAO LOURENCO DO PIAUI
522010,SAO LUIS DE MONTES BELOS
522015,SAO LUIZ DO NORTE
355010,SAO MANUEL
431910,SAO MARTINHO
211150,SAO MATEUS DO MARANHAO
221038,SAO MIGUEL DA BAIXA GRANDE
251500,SAO MIGUEL DE TAIPU
221039,SAO MIGUEL DO FIDALGO
412570,SAO MIGUEL DO IGUACU
270870,SAO MIGUEL DOS MILAGRES
431935,SAO PEDRO DA SERRA
431830,SAO GABRIEL
500769,SAO GABRIEL DO OESTE
355420,TEJUPA
251540,SAO VICENTE DO SERIDO
293070,SIMOES FILHO
432026,SEGREDO
211130,SAO LUIS
521990,SAO FRANCISCO DE GOIAS
431710,SANT'ANA DO LIVRAMENTO
354625,SANTA CRUZ DA ESPERANCA
421480,RIO DO SUL
241110,RUY BARBOSA
261153,QUIXABA
412020,PORTO RICO
353820,PINHALZINHO
210830,PENALVA
411885,PEROBAL
353520,PALMEIRA D'OESTE
261030,PARANATAMA
270644,PARIPUEIRA
353490,PACAEMBU
431295,NOVA BOA VISTA
251010,NOVA FLORESTA
411721,NOVA SANTA BARBARA
353325,NOVAIS
354230,REDENCAO DA SERRA
354250,REGINOPOLIS
251270,REMIGIO
330420,RESENDE
412170,RESERVA
315440,RESSAQUINHA
311360,CAREACU
311380,CARMESIA
311535,CATAS ALTAS
311540,CATAS ALTAS DA NORUEGA
311630,CIPOTANEA
311690,COMENDADOR GOMES
311940,CORONEL FABRICIANO
311990,CORREGO DO BOM JESUS
312087,CURRAL DE DENTRO
312090,CURVELO
312260,DOM JOAQUIM
312352,DURANDE
312550,SAO GONCALO DO RIO PRETO
312650,FRANCISCO BADARO
312690,FREI INOCENCIO
312850,GUARARA
312960,IBIAI
313230,ITAIPE
313535,JAPONVAR
313580,JEQUITINHONHA
313660,NOVA UNIAO
313665,JUATUBA
313710,LAGAMAR
313720,LAGOA DA PRATA
313740,LAGOA DOURADA
313790,LAMIM
313925,MAMONAS
314420,NACIP RAYDAN
314625,PADRE CARVALHO
240040,AGUA NOVA
290060,AIQUARA
510035,ALTO BOA VISTA
170100,ANANAS
520150,APORE
290225,ARATACA
270040,ATALAIA
220710,OLHO D'AGUA DO PIAUI
110001,ALTA FLORESTA D'OESTE
241030,SERRA CAIADA
520815,GAMELEIRA DE GOIAS
220779,PAU D'ARCO DO PIAUI
291955,LUIS EDUARDO MAGALHAES
430003,ACEGUA
430223,BOA VISTA DO INCRA
430461,CANUDOS DO VALE
430465,CAPAO DO CIPO
430583,COQUEIRO BAIXO
430613,CRUZALTENSE
431065,ITATI
431123,LAGOA BONITA DO SUL
431346,NOVO XINGU
431531,QUATRO IRMAOS
431861,SAO JOSE DO SUL
431936,SAO PEDRO DAS MISSOES
421175,OTACILIO COSTA
421180,OURO
314600,OURO FINO
314620,OURO VERDE DE MINAS
260765,ITAMBE
352320,ITARARE
352030,IGUAPE
411020,INACIO MARTINS
140028,IRACEMA
312860,GUARDA-MOR
291200,IBIASSUCE
291340,IGAPORA
420580,GARUVA
260640,GRAVATA
410770,FENIX
420545,FORQUILHINHA
430781,ESTRELA VELHA
312100,DATAS
312180,DIONISIO
290870,CONDEUBA
410655,CORUMBATAI DO SUL
311600,CHALE
500295,CHAPADAO DO SUL
170555,COMBINADO
351110,CATANDUVA
420415,CELSO RAMOS
210260,CANDIDO MENDES
250310,CABACEIRAS
320110,BOM JESUS DO NORTE
260250,BREJINHO
350055,AGUAS DE SANTA BARBARA
230060,ALTANEIRA
410100,AMPERE
410110,ANDIRA
230770,MARANGUAPE
270470,MARECHAL DEODORO
411500,MARILENA
240740,MARTINS
314070,MATEUS LEME
160027,LARANJAL DO JARI
352660,LAVRINHAS
352740,LUCELIA
421003,LUZERNA
260900,MACAPARANA
250870,MAE D'AGUA
352560,JOAO RAMALHO
220550,JOSE DE FREITAS
240610,JUCURUTU
260840,JUREMA
170410,CENTENARIO
170610,CRISTALANDIA
170830,GOIANORTE
171245,LUZINOPOLIS
171280,MAURILANDIA DO TOCANTINS
171700,PINDORAMA DO TOCANTINS
171800,PORTO ALEGRE DO TOCANTINS
171888,SANTA MARIA DO TOCANTINS
171889,SANTA RITA DO TOCANTINS
171890,SANTA ROSA DO TOCANTINS
172000,SANTA TEREZINHA DO TOCANTINS
172010,SAO BENTO DO TOCANTINS
210043,ALTO ALEGRE DO MARANHAO
231330,TAUA
316850,TEIXEIRAS
355430,TEODORO SAMPAIO
270915,TEOTONIO VILELA
522108,TERESINA DE GOIAS
150796,TERRA ALTA
510805,TERRA NOVA DO NORTE
150797,TERRA SANTA
421800,TIJUCAS
421820,TIMBO
316900,TOCANTINS
412770,TOLEDO
293020,SENTO SE
293040,SERRA PRETA
412635,SERRANOPOLIS DO IGUACU
241350,SERRINHA
412650,SERTANOPOLIS
355180,SETE BARRAS
241360,SEVERIANO MELO
355200,SILVEIRAS
522068,SIMOLANDIA
432067,SINIMBU
412660,SIQUEIRA CAMPOS
522070,SITIO D'ABADIA
211180,SITIO NOVO
432070,SOBRADINHO
251600,SOLANEA
421770,SOMBRIO
430650,DOM FELICIANO
231380,URUBURETAMA
421895,URUPEMA
432252,VALE VERDE
522185,VALPARAISO DE GOIAS
293315,VARZEA NOVA
432290,VIADUTOS
421920,VIDAL RAMOS
432150,TORRES
432170,TRES COROAS
521523,NOVO GAMA
431342,NOVO MACHADO
150503,NOVO PROGRESSO
431344,NOVO TIRADENTES
220700,OEIRAS
314540,OLARIA
210740,OLHO D'AGUA DAS CUNHAS
270590,OLHO D'AGUA GRANDE
260960,OLINDA
292310,OLINDINA
314580,ONCA DE PITANGUI
521530,ORIZONA
353450,OSCAR BRESSANE
292330,OURICANGAS
270610,OURO BRANCO
110015,OURO PRETO DO OESTE
353475,OUROESTE
150548,PACAJA
230970,PACATUBA
230980,PACOTI
316990,UBA
292930,SAO GONCALO DOS CAMPOS
240980,PEDRO VELHO
150510,OBIDOS
521390,MOSSAMEDES
352860,MANDURI
500515,JUTI
352215,ITAOCA
230490,GROAIRAS
312680,FREI GASPAR
351385,DIRCE REIS
510300,CHAPADA DOS GUIMARAES
430400,CAMPO NOVO
430200,BARROS CASSAL
170035,ALIANCA DO TOCANTINS
355640,VARGEM GRANDE DO SUL
431800,SAO BORJA
421370,POUSO REDONDO
230015,ACARAPE
251278,RIACHO DE SANTO ANTONIO
291550,ITAJUIPE
240130,AUGUSTO SEVERO
291740,JACARACI
510450,INDIAVAI
317060,VARGEM BONITA
539901,REGIAO ADMINISTRATIVA DE AGUAS CLARAS
539902,REGIAO ADMINISTRATIVA DE BRAZLANDIA
539903,REGIAO ADMINISTRATIVA DE CANDANGOLANDIA
539904,REGIAO ADMINISTRATIVA DE CEILANDIA
539905,REGIAO ADMINISTRATIVA DO CRUZEIRO
539906,REGIAO ADMINISTRATIVA DO GAMA
150540,OUREM
150555,PAU D'ARCO
150740,SAO FRANCISCO DO PARA
150746,SAO JOAO DA PONTA
150805,TRAIRAO
160015,PEDRA BRANCA DO AMAPARI
170040,ALMAS
230945,OCARA
270580,OLHO D'AGUA DO CASADO
353410,ORIENTE
230960,PACAJUS
220720,PADRE MARCOS
261000,PALMARES
353282,NOVA CAMPINA
314350,MORADA NOVA DE MINAS
521385,MORRO AGUDO DE GOIAS
280430,MURIBECA
353220,NARANDIBA
171430,NAZARE
521460,NIQUELANDIA
240750,MAXARANGUAPE
314150,MENDES PIMENTEL
320340,MIMOSO DO SUL
500560,MIRANDA
411605,MISSAL
521340,MOIPORA
320350,MONTANHA
250880,MALTA
313960,MANTENA
351250,COROADOS
430587,CORONEL BARROS
520570,CORREGO DO OURO
220290,CORRENTE
500320,CORUMBA
420450,CORUPA
351290,COSMORAMA
290940,COTEGIPE
430597,COXILHA
270235,CRAIBAS
290950,CRAVOLANDIA
312020,CRISTAIS
430607,CRISTAL DO SUL
410680,CRUZ MACHADO
290760,CENTRAL
210315,CENTRO DO GUILHERME
351140,CERQUEIRA CESAR
430513,CERRO BRANCO
420417,CERRO NEGRO
260440,CHA DE ALEGRIA
270190,CHA PRETA
430530,CHAPADA
170460,CHAPADA DE AREIA
520547,CHAPADAO DO CEU
430535,CHARQUEADAS
230390,CHAVAL
355720,CHAVANTES
311620,CHIADOR
230395,CHOROZINHO
330020,ARARUAMA
432375,VITORIA DAS MISSOES
432235,UNIAO DA SERRA
241355,SERRINHA DOS PINTOS
211050,SAO BENTO
315940,SANTA RITA DE IBITIPOCA
292750,SANTA BARBARA
150618,RONDON DO PARA
411920,PINHALAO
314860,PECANHA
220740,PALMEIRA DO PIAUI
510627,NOVO HORIZONTE DO NORTE
421140,NOVA ERECHIM
314390,MURIAE
230837,MIRAIMA
352890,MARIAPOLIS
280370,MACAMBIRA
240600,JOSE DA PENHA
521220,JUSSARA
220535,JOAO COSTA
521170,JANDAIA
250740,JERICO
313280,ITAMBE DO MATO DENTRO
420830,ITAPEMA
352050,INDAIATUBA
520945,GUARINOS
420895,JARDINOPOLIS
260800,JATAUBA
220527,JATOBA DO PIAUI
430970,HUMAITA
431036,IMIGRANTE
431680,SANTA CRUZ DO SUL
432145,TEUTONIA
500710,RIBAS DO RIO PARDO
500770,SETE QUEDAS
510270,CANARANA
510370,FELIZ NATAL
510642,PEIXOTO DE AZEVEDO
520390,BURITI ALEGRE
520455,CALDAZINHA
520540,CERES
520620,CRISTALINA
521400,MOZARLANDIA
521590,PALMINOPOLIS
521740,PIRES DO RIO
522026,SAO MIGUEL DO PASSA QUATRO
522050,SERRANOPOLIS
522145,TROMBAS
530010,BRASILIA
521880,RIO VERDE
315620,ROCHEDO DE MINAS
140047,RORAINOPOLIS
354520,SALTO
354540,SALTO GRANDE
292590,QUIJINGUE
354210,RAFARD
220880,REGENERACAO
231170,RERIUTABA
430510,CAXIAS DO SUL
210310,CEDRAL
230380,CEDRO
280160,CEDRO DE SAO JOAO
520465,CAMPINACU
420330,CAMPO ALEGRE
220211,CAMPO ALEGRE DO FIDALGO
110028,ROLIM DE MOURA
510760,RONDONOPOLIS
280610,ROSARIO DO CATETE
315650,RUBELITA
150619,RUROPOLIS
231190,SABOEIRO
261200,SAIRE
261210,SALGADINHO
251310,SALGADO DE SAO FELIX
412290,SALTO DO ITARARE
431645,SALTO DO JACUI
412300,SALTO DO LONTRA
292740,SALVADOR
412090,QUEDAS DO IGUACU
354180,QUEIROZ
315380,QUELUZITO
431532,QUEVEDOS
354200,QUINTANA
330415,QUISSAMA
231130,QUIXADA
241060,RAFAEL GODEIRO
412135,RANCHO ALEGRE D'OESTE
251440,SAO JOSE DE ESPINHARAS
431795,SANTO EXPEDITO DO SUL
210515,IGARAPE DO MEIO
312707,FRUTA DE LEITE
351670,GARCA
430860,GARIBALDI
351680,GASTAO VIDIGAL
430870,GAURAMA
430880,GENERAL CAMARA
351690,GENERAL SALGADO
430885,GENTIL
291130,GENTIO DO OURO
430890,GETULIO VARGAS
270290,GIRAU DO PONCIANO
430905,GLORINHA
260620,GOIANA
150309,GOIANESIA DO PARA
410860,GOIOERE
210465,GOVERNADOR NEWTON BELLO
430910,GRAMADO
260630,GRANITO
312780,GRAO MOGOL
430925,GUABIJU
351720,GUAICARA
410880,GUAIRA
110010,GUAJARA-MIRIM
410895,GUAMIRANGA
520920,GUAPO
351770,GUARA
539936,REGIAO ADMINISTRATIVA DA FERCAL
539937,PLANO PILOTO
210547,JENIPAPO DOS VIEIRAS
220530,JERUMENHA
291830,JITAUNA
352550,JOANOPOLIS
260740,ITACURUBA
291535,ITAGUACU DA BAHIA
352180,ITAI
220500,ITAINOPOLIS
230625,ITAITINGA
330210,ITAOCARA
352220,ITAPECERICA DA SERRA
352230,ITAPETININGA
352265,ITAPIRAPUA PAULISTA
230650,ITAPIUNA
250700,ITAPORANGA
521120,ITAPURANGA
260780,ITAQUITINGA
313370,ITATIAIUCU
240490,ITAU
220510,ITAUEIRA
352360,ITIRAPINA
352020,IGARATA
431010,IGREJINHA
411005,IGUATU
352042,ILHA COMPRIDA
220465,ILHA GRANDE
431030,ILOPOLIS
420740,IMBUIA
520993,INACIOLANDIA
431040,INDEPENDENCIA
354560,SANTA ADELIA
410780,FLORAI
260560,FLORES
220380,FLORES DO PIAUI
351610,FLORINIA
410820,FORMOSA DO OESTE
520810,FORMOSO
230435,FORQUILHA
430845,FORTALEZA DOS VALOS
312640,FORTUNA DE MINAS
420550,FRAIBURGO
410832,FRANCISCO ALVES
240390,FRANCISCO DANTAS
220415,FRANCISCO MACEDO
312675,FRANCISCOPOLIS
230450,FRECHEIRINHA
312695,FREI LAGONEGRO
260580,FREI MIGUELINHO
500350,DOURADINA
500370,DOURADOS
420515,DOUTOR PEDRINHO
351440,DRACENA
250580,DUAS ESTRADAS
210390,DUQUE BACELAR
320210,ECOPORANGA
130140,EIRUNEPE
150295,ELDORADO DOS CARAJAS
351500,EMBU DAS ARTES
430680,ENCANTADO
292290,NOVA SOURE
510624,NOVA UBIRATA
520180,ARAGOIANIA
510100,ARAGUAIANA
170215,ARAGUANA
170220,ARAGUATINS
430085,ARAMBARE
310370,ARAPONGA
410160,ARAPOTI
510125,ARAPUTANGA
350320,ARARAQUARA
210100,ARARI
410170,ARARUNA
290230,ARATUIPE
240110,AREIA BRANCA
350370,ARIRANHA
230150,ARNEIROZ
220100,ARRAIAL
430100,ARROIO DO MEIO
350390,ARUJA
430140,ARVOREZINHA
120005,ASSIS BRASIL
220105,ASSUNCAO DO PIAUI
410220,ATALAIA
420180,ATALANTA
250550,VISTA SERRANA
160080,VITORIA DO JARI
172208,WANDERLANDIA
421970,XAXIM
421985,ZORTEA
312470,ESTRELA DO INDAIA
351535,EUCLIDES DA CUNHA PAULISTA
120020,CRUZEIRO DO SUL
351350,CUBATAO
250520,CUITEGI
280190,CUMBE
290990,CURACA
420480,CURITIBANOS
240310,CURRAIS NOVOS
220325,CURRALINHOS
210370,CURURUPU
520670,DAMIANOPOLIS
170650,DARCINOPOLIS
312110,DELFIM MOREIRA
270240,DELMIRO GOUVEIA
500345,DEODAPOLIS
410710,DIAMANTE DO NORTE
312160,DIAMANTINA
170700,DIANOPOLIS
520710,DIORAMA
312200,DIVINO
312220,DIVINOLANDIA DE MINAS
170710,DIVINOPOLIS DO TOCANTINS
312240,DIVISA NOVA
170720,DOIS IRMAOS DO TOCANTINS
351420,DOLCINOPOLIS
312250,DOM CAVATI
220345,DOM INOCENCIO
351230,CONCHAS
330220,ITAPERUNA
313360,ITAPEVA
291650,ITAPICURU
171090,ITAPIRATINS
431057,ITAPUCA
431060,ITAQUI
320290,ITARANA
521130,ITARUMA
352340,ITATIBA
250720,ITATUBA
160025,ITAUBAL
313380,ITAUNA
